# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Nov  4 06:50:47 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
84,CoRoT-28,b,CoRoT-28 b,Transit,1,5.20851000,0.060300,0.047000,88.100,0.48400,Mass,0.955,0.69000,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,,,13.412,5150.00,1.01,1.78,2015-04-16,CoRoT
85,CoRoT-29,b,CoRoT-29 b,Transit,1,2.85057000,0.038600,0.082000,87.300,0.85000,Mass,0.900,1.45000,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,,,15.239,5260.00,0.97,0.90,2015-04-16,CoRoT
86,CoRoT-3,b,CoRoT-3 b,Transit,1,4.25680000,,0.000000,85.900,21.66000,Mass,1.010,26.40000,0,0,0,0,19h28m13.26s,292.055263,+00d07m18.6s,0.121820,680.00,13.292,V (Johnson),13.219,6740.00,1.37,1.56,2014-05-14,CoRoT
87,CoRoT-4,b,CoRoT-4 b,Transit,1,9.20205000,0.090000,0.000000,90.000,0.72000,Mass,1.190,0.52500,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,,,13.561,6190.00,1.16,1.17,2014-05-14,CoRoT
88,CoRoT-5,b,CoRoT-5 b,Transit,1,4.03789620,0.049470,0.090000,85.830,0.46700,Mass,1.388,0.21700,0,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,,,13.902,6100.00,1.00,1.19,2014-05-14,CoRoT
89,CoRoT-6,b,CoRoT-6 b,Transit,1,8.88659300,0.085500,0.100000,89.070,2.96000,Mass,1.166,2.32000,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,13.912,V (Johnson),13.746,6090.00,1.05,1.02,2014-05-14,CoRoT
90,CoRoT-7,b,CoRoT-7 b,Transit,2,0.85359000,,0.000000,80.100,0.01000,Mass,0.150,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,11.668,V (Johnson),11.524,5275.00,0.82,0.83,2018-04-26,CoRoT
91,CoRoT-7,c,CoRoT-7 c,Radial Velocity,2,3.69800000,0.046000,0.000000,80.000,0.02643,Mass,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,11.668,V (Johnson),11.524,5275.00,0.82,0.83,2015-09-10,CoRoT
92,CoRoT-8,b,CoRoT-8 b,Transit,1,6.21229000,0.063000,0.000000,88.400,0.22000,Mass,0.570,1.60000,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,14.800,V (Johnson),14.220,5080.00,0.88,0.77,2014-05-14,CoRoT
93,CoRoT-9,b,CoRoT-9 b,Transit,1,95.27265600,0.402100,0.133000,89.900,0.84000,Mass,1.066,0.86000,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,460.00,13.690,V (Johnson),13.501,5625.00,0.96,0.96,2017-12-14,CoRoT
94,CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,1,6.71837000,0.071000,,89.000,0.15000,Mass,0.570,1.10000,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,,,13.587,5970.00,1.08,0.79,2017-09-15,CoRoT
95,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,1,246.36000000,0.360000,0.345000,56.600,28.50000,Mass,,,0,0,0,0,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,,,18.558,,0.07,,2014-05-14,Paranal Observatory
96,DH Tau,b,DH Tau b,Imaging,1,,330.000000,,,11.00000,Mass,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,,,12.496,,0.33,0.27,2014-05-14,Subaru Telescope
97,DP Leo,b,DP Leo b,Eclipse Timing Variations,1,10220.00000000,8.190000,0.390000,,6.05000,Msini,,,0,0,0,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,,,,,,0.69,,2014-05-14,Yunnan Astronomical Observatory
98,EPIC 211822797,b,EPIC 211822797 b,Transit,1,21.16986100,0.131000,0.060000,89.730,,,0.177,,0,0,1,1,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,187.19,15.256,V (Johnson),14.526,4148.21,0.66,0.57,2017-10-26,K2
99,EPIC 211945201,b,EPIC 211945201 b,Transit,1,19.49221000,0.149300,,,,,0.514,,0,0,0,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,10.154,V (Johnson),10.051,6069.00,1.17,1.39,2018-10-26,K2
100,EPIC 220674823,b,EPIC 220674823 b,Transit,2,0.57133100,0.013400,,,,,0.162,,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,12.102,V (Johnson),11.954,5617.00,0.97,0.98,2018-10-26,K2
101,EPIC 220674823,c,EPIC 220674823 c,Transit,2,13.33907900,0.109100,,,,,0.244,,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,12.102,V (Johnson),11.954,5617.00,0.97,0.98,2018-10-26,K2
102,EPIC 246851721,b,EPIC 246851721 b,Transit,1,6.18023500,0.072290,,86.210,3.00000,Mass,1.051,3.10000,0,0,1,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,11.439,V (Johnson),11.255,6202.00,1.32,1.59,2018-10-26,K2
103,FU Tau,b,FU Tau b,Imaging,1,,800.000000,,,16.00000,Mass,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140.00,,,20.480,2838.00,0.05,,2016-03-10,Spitzer Space Telescope
104,Fomalhaut,b,Fomalhaut b,Imaging,1,555530.00000000,160.000000,0.870000,55.000,,,,,0,0,0,2,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.70,1.160,V (Johnson),,,1.92,,2015-11-19,Hubble Space Telescope
105,GJ 1132,b,GJ 1132 b,Transit,2,1.62893100,0.015300,0.220000,,0.00522,Mass,,6.30000,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,13.490,V (Johnson),12.138,3270.00,0.18,0.21,2018-06-21,Cerro Tololo Inter-American Observatory
106,GJ 1132,c,GJ 1132 c,Transit,2,8.92900000,0.047600,0.270000,,0.00831,Msini,,,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,13.490,V (Johnson),12.138,3270.00,0.18,0.21,2018-06-21,La Silla Observatory
107,GJ 1148,b,GJ 1148 b,Radial Velocity,2,41.38000000,0.166000,0.380000,,0.30425,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.920,V (Johnson),10.577,3264.00,0.35,0.40,2017-10-19,W. M. Keck Observatory
108,GJ 1148,c,GJ 1148 c,Radial Velocity,2,532.58000000,0.912000,0.342000,,0.21414,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.920,V (Johnson),10.577,3264.00,0.35,0.40,2017-10-19,Calar Alto Observatory
109,GJ 1214,b,GJ 1214 b,Transit,1,1.58040456,0.014110,,88.170,0.01970,Mass,0.254,1.49000,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,12.95,15.100,V (Johnson),13.009,3026.00,0.15,0.22,2015-12-03,MEarth Project
110,GJ 163,b,GJ 163 b,Radial Velocity,3,8.63182000,0.060700,0.073000,,0.03335,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.810,V (Johnson),10.677,3500.00,0.40,,2017-01-26,La Silla Observatory
111,GJ 163,c,GJ 163 c,Radial Velocity,3,25.63058000,0.125400,0.099000,,0.02140,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.810,V (Johnson),10.677,3500.00,0.40,,2017-01-26,La Silla Observatory
112,GJ 163,d,GJ 163 d,Radial Velocity,3,603.95116000,1.030400,0.373000,,0.09250,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.810,V (Johnson),10.677,3500.00,0.40,,2017-01-26,La Silla Observatory
113,GJ 179,b,GJ 179 b,Radial Velocity,1,2288.00000000,2.410000,0.210000,,0.82000,Msini,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12.000,V (Johnson),10.706,3370.00,0.36,0.38,2014-05-14,W. M. Keck Observatory
114,GJ 273,b,GJ 273 b,Radial Velocity,2,18.64980000,0.091101,0.100000,,0.00909,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,9.872,V (Johnson),,3382.00,0.29,0.29,2017-03-30,La Silla Observatory
115,GJ 273,c,GJ 273 c,Radial Velocity,2,4.72340000,0.036467,0.170000,,0.00371,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,9.872,V (Johnson),,3382.00,0.29,0.29,2017-03-30,La Silla Observatory
116,GJ 3021,b,GJ 3021 b,Radial Velocity,1,133.71000000,0.490000,0.511000,,3.37000,Msini,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,6.590,V (Johnson),6.394,5540.00,0.90,0.90,2014-05-14,La Silla Observatory
117,GJ 3138,b,GJ 3138 b,Radial Velocity,3,1.22003000,0.019700,0.190000,,0.00560,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.980,V (Johnson),,3717.00,0.68,0.50,2017-03-30,La Silla Observatory
118,GJ 3138,c,GJ 3138 c,Radial Velocity,3,5.97400000,0.057000,0.110000,,0.01315,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.980,V (Johnson),,3717.00,0.68,0.50,2017-03-30,La Silla Observatory
119,GJ 3138,d,GJ 3138 d,Radial Velocity,3,257.80000000,0.698000,0.320000,,0.03304,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.980,V (Johnson),,3717.00,0.68,0.50,2017-03-30,La Silla Observatory
120,GJ 317,b,GJ 317 b,Radial Velocity,1,692.00000000,1.150000,0.110000,45.000,2.50000,Mass,,,0,0,0,0,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,15.10,11.970,V (Johnson),10.754,3510.00,0.42,,2014-08-27,W. M. Keck Observatory
121,GJ 328,b,GJ 328 b,Radial Velocity,1,4100.00000000,4.500000,0.370000,,2.30000,Msini,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,9.970,V (Johnson),9.286,3900.00,0.69,,2014-05-14,McDonald Observatory
122,GJ 3293,b,GJ 3293 b,Radial Velocity,4,30.59870000,0.143390,0.060000,,0.07406,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
123,GJ 3293,c,GJ 3293 c,Radial Velocity,4,122.61960000,0.361750,0.110000,,0.06636,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
124,GJ 3293,d,GJ 3293 d,Radial Velocity,4,48.13450000,0.193940,0.120000,,0.02391,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
125,GJ 3293,e,GJ 3293 e,Radial Velocity,4,13.25430000,0.082080,0.210000,,0.01032,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
126,GJ 3323,b,GJ 3323 b,Radial Velocity,2,5.36360000,0.032820,0.230000,,0.00636,Msini,,,0,0,0,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,12.220,V (Johnson),10.647,3159.00,0.16,0.12,2017-03-30,La Silla Observatory
127,GJ 3323,c,GJ 3323 c,Radial Velocity,2,40.54000000,0.126400,0.170000,,0.00727,Msini,,,0,0,0,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,12.220,V (Johnson),10.647,3159.00,0.16,0.12,2017-03-30,La Silla Observatory
128,GJ 3341,b,GJ 3341 b,Radial Velocity,1,14.20700000,0.089000,0.310000,,0.02080,Msini,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,12.080,V (Johnson),11.103,3526.00,0.47,0.44,2014-12-03,La Silla Observatory
129,GJ 3470,b,GJ 3470 b,Radial Velocity,1,3.33664870,0.031000,0.017000,88.880,0.04300,Mass,0.346,1.18000,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,25.20,12.330,V (Johnson),11.354,3652.00,0.51,0.48,2014-07-23,La Silla Observatory
130,GJ 3634,b,GJ 3634 b,Radial Velocity,1,2.64561000,0.028700,0.080000,59.000,0.02600,Mass,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.80,11.930,V (Johnson),10.923,,0.45,0.43,2014-08-21,La Silla Observatory
131,GJ 3942,b,GJ 3942 b,Radial Velocity,1,6.90500000,0.060800,0.121000,,0.02246,Msini,,,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,10.250,V (Johnson),9.408,3867.00,0.63,0.61,2017-12-21,Roque de los Muchachos Observatory
132,GJ 3998,b,GJ 3998 b,Radial Velocity,2,2.64977000,0.029000,0.000000,,0.00777,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.830,V (Johnson),9.983,3722.00,0.50,0.49,2016-07-28,Roque de los Muchachos Observatory
133,GJ 3998,c,GJ 3998 c,Radial Velocity,2,13.74000000,0.089000,0.049000,,0.01970,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.830,V (Johnson),9.983,3722.00,0.50,0.49,2016-07-28,Roque de los Muchachos Observatory
134,GJ 433,b,GJ 433 b,Radial Velocity,1,7.37090000,0.060000,0.080000,,0.02000,Msini,,,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.07,9.806,V (Johnson),8.891,3461.00,0.59,0.50,2018-09-06,La Silla Observatory
135,GJ 436,b,GJ 436 b,Radial Velocity,1,2.64388312,0.029100,0.138270,86.440,0.07000,Mass,0.372,1.80000,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.706570,9.76,10.670,V (Johnson),9.571,,0.47,0.46,2015-02-05,W. M. Keck Observatory
136,GJ 504,b,GJ 504 b,Imaging,1,,43.500000,,,4.00000,Mass,,,0,0,0,0,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.54,5.220,V (Johnson),5.001,6234.00,1.22,,2014-05-14,Subaru Telescope
137,GJ 536,b,GJ 536 b,Radial Velocity,1,8.70760000,0.066610,0.080000,,0.01686,Msini,,,0,0,0,0,14h01m03.19s,210.263290,-02d39m17.5s,-2.654864,10.03,9.720,V (Johnson),8.859,3685.00,0.52,0.50,2016-11-17,La Silla Observatory
138,GJ 581,b,GJ 581 b,Radial Velocity,3,5.36860000,0.040610,0.000000,,0.04970,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.30,10.560,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
139,GJ 581,c,GJ 581 c,Radial Velocity,3,12.91400000,0.072100,0.000000,,0.01730,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.30,10.560,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
140,GJ 581,e,GJ 581 e,Radial Velocity,3,3.14900000,0.028150,0.000000,,0.00530,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.30,10.560,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
141,GJ 625,b,GJ 625 b,Radial Velocity,1,14.62800000,0.078361,0.130000,,0.00887,Msini,,,0,0,0,0,16h25m24.62s,246.352600,+54d18m14.8s,54.304104,6.49,10.100,V (Johnson),9.137,3499.00,0.30,0.31,2017-09-28,Multiple Observatories
142,GJ 649,b,GJ 649 b,Radial Velocity,1,598.30000000,1.135000,0.300000,,0.32800,Msini,,,0,0,0,0,16h58m08.85s,254.536880,+25d44m39.0s,25.744160,10.38,9.690,V (Johnson),8.819,3700.00,0.54,,2014-05-14,W. M. Keck Observatory
143,GJ 667 C,b,GJ 667 C b,Radial Velocity,5,7.20040000,0.050500,0.130000,,0.01800,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,V (Johnson),9.380,3350.00,0.33,,2014-05-14,La Silla Observatory
144,GJ 667 C,c,GJ 667 C c,Radial Velocity,5,28.14000000,0.125000,0.020000,,0.01200,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,V (Johnson),9.380,3350.00,0.33,,2014-05-14,La Silla Observatory
145,GJ 667 C,e,GJ 667 C e,Radial Velocity,5,62.24000000,0.213000,0.020000,,0.00800,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,V (Johnson),9.380,3350.00,0.33,,2014-05-14,La Silla Observatory
146,GJ 667 C,f,GJ 667 C f,Radial Velocity,5,39.02600000,0.156000,0.030000,,0.00800,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,V (Johnson),9.380,3350.00,0.33,,2014-05-14,La Silla Observatory
147,GJ 667 C,g,GJ 667 C g,Radial Velocity,5,256.20000000,0.549000,0.080000,,0.01400,Msini,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,V (Johnson),9.380,3350.00,0.33,,2014-05-14,La Silla Observatory
148,GJ 674,b,GJ 674 b,Radial Velocity,1,4.69380000,0.039000,0.200000,,0.03500,Msini,,,0,0,0,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.55,9.370,V (Johnson),8.331,3600.00,0.35,,2014-05-14,La Silla Observatory
149,GJ 676 A,b,GJ 676 A b,Radial Velocity,4,1056.80005000,1.820000,0.330000,,4.96000,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,V (Johnson),8.865,3734.00,0.73,0.69,2018-09-06,La Silla Observatory
150,GJ 676 A,c,GJ 676 A c,Radial Velocity,4,7337.00000000,6.600000,,,6.80000,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,V (Johnson),8.865,3734.00,0.73,0.69,2016-09-29,Paranal Observatory
151,GJ 676 A,d,GJ 676 A d,Radial Velocity,4,3.60050000,,0.262000,,0.01400,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,V (Johnson),8.865,3734.00,0.73,0.69,2016-09-29,La Silla Observatory
152,GJ 676 A,e,GJ 676 A e,Radial Velocity,4,35.39000000,,0.125000,,0.02500,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,V (Johnson),8.865,3734.00,0.73,0.69,2016-09-29,La Silla Observatory
153,GJ 687,b,GJ 687 b,Radial Velocity,1,38.14000000,0.170000,0.040000,,0.06000,Msini,,,0,0,0,0,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,4.55,9.150,V (Johnson),8.028,3340.00,0.45,0.43,2018-09-06,Lick Observatory
154,GJ 832,b,GJ 832 b,Radial Velocity,2,3657.00000000,3.560000,0.080000,,0.68000,Msini,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,8.660,V (Johnson),7.738,3472.00,0.45,,2014-06-25,Anglo-Australian Telescope
155,GJ 832,c,GJ 832 c,Radial Velocity,2,35.68000000,0.163000,0.180000,,0.01700,Msini,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,8.660,V (Johnson),7.738,3472.00,0.45,,2014-06-25,Multiple Observatories
156,GJ 849,b,GJ 849 b,Radial Velocity,1,1882.00000000,2.350000,0.040000,,1.00000,Msini,,,0,0,0,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.80,10.370,V (Johnson),9.224,3241.00,0.65,0.53,2018-09-06,W. M. Keck Observatory
157,GJ 86,b,GJ 86 b,Radial Velocity,1,15.76491000,0.110000,0.040000,,4.42000,Msini,,,0,0,0,0,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.79,6.120,V (Johnson),5.874,5182.00,0.93,0.77,2018-09-06,La Silla Observatory
158,GJ 876,b,GJ 876 b,Radial Velocity,4,61.11660000,0.208317,0.032400,59.000,2.27560,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,10.191,V (Johnson),8.875,,0.32,0.30,2014-08-27,Multiple Observatories
159,GJ 876,c,GJ 876 c,Radial Velocity,4,30.08810000,0.129590,0.255910,59.000,0.71420,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,10.191,V (Johnson),8.875,,0.32,0.30,2014-08-27,Multiple Observatories
160,GJ 876,d,GJ 876 d,Radial Velocity,4,1.93778000,0.020807,0.207000,59.000,0.02100,Mass,,,0,0,0,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,10.191,V (Johnson),8.875,,0.32,0.30,2014-08-27,W. M. Keck Observatory
161,GJ 876,e,GJ 876 e,Radial Velocity,4,124.26000000,0.334300,0.055000,59.000,0.04600,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,10.191,V (Johnson),8.875,,0.32,0.30,2014-08-27,W. M. Keck Observatory
162,GJ 9827,b,GJ 9827 b,Transit,3,1.20898020,0.018880,,85.730,0.01076,Mass,0.145,4.50000,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,10.250,V (Johnson),9.838,4269.00,0.61,0.61,2018-06-21,K2
163,GJ 9827,c,GJ 9827 c,Transit,3,3.64808300,0.039420,,88.050,0.00761,Mass,0.113,6.40000,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,10.250,V (Johnson),9.838,4269.00,0.61,0.61,2018-06-21,K2
164,GJ 9827,d,GJ 9827 d,Transit,3,6.20146700,0.056150,,87.390,0.01636,Mass,0.185,3.23000,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,10.250,V (Johnson),9.838,4269.00,0.61,0.61,2018-06-21,K2
165,GQ Lup,b,GQ Lup b,Imaging,1,,100.000000,,,20.00000,Mass,3.000,,0,0,0,1,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139.00,12.430,V (Johnson),11.261,,0.70,,2014-05-14,Paranal Observatory
166,GSC 06214-00210,b,GSC 06214-00210 b,Imaging,1,,320.000000,,,16.00000,Mass,,,0,0,0,1,16h21m54.67s,245.477780,-20d43m09.1s,-20.719202,145.00,12.375,V (Johnson),11.863,4200.00,0.90,,2015-04-01,Palomar Observatory
167,GU Psc,b,GU Psc b,Imaging,1,,2000.000000,,,11.30000,Mass,1.265,,0,0,0,0,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48.00,13.550,V (Johnson),12.966,,0.33,,2014-05-14,Gemini Observatory
168,HAT-P-1,b,HAT-P-1 b,Transit,1,4.46529976,0.055610,,85.634,0.52500,Mass,1.319,0.28200,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139.00,10.340,V (Johnson),10.179,5980.00,1.15,1.17,2015-09-10,HATNet
169,HAT-P-11,b,HAT-P-11 b,Transit,2,4.88780244,0.052540,0.218000,,0.07362,Msini,0.389,,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,9.174,Kepler-band,9.151,4780.00,0.81,0.68,2018-06-21,HATNet
170,HAT-P-11,c,HAT-P-11 c,Radial Velocity,2,3407.00000000,4.130000,0.601000,,1.59519,Msini,,,0,1,0,0,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,9.174,Kepler-band,9.151,4780.00,0.81,0.68,2018-06-21,W. M. Keck Observatory
171,HAT-P-12,b,HAT-P-12 b,Transit,1,3.21305980,0.038400,0.000000,89.000,0.21100,Mass,0.959,0.31920,0,0,0,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.50,12.840,V (Johnson),12.420,4650.00,0.73,0.70,2014-05-14,HATNet
172,HAT-P-13,b,HAT-P-13 b,Transit,2,2.91625000,,0.013300,83.400,0.85100,Mass,1.272,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,10.622,V (Johnson),10.417,5653.00,1.22,1.56,2014-10-15,HATNet
173,HAT-P-13,c,HAT-P-13 c,Radial Velocity,2,446.27000000,,0.661600,,14.28000,Msini,,,0,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,10.622,V (Johnson),10.417,5653.00,1.22,1.56,2014-05-16,W. M. Keck Observatory
174,HAT-P-14,b,HAT-P-14 b,Transit,1,4.62767000,,0.110000,83.500,3.44000,Mass,1.420,,0,0,0,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205.00,9.980,V (Johnson),9.873,6600.00,2.65,1.82,2018-04-26,HATNet
175,HAT-P-15,b,HAT-P-15 b,Transit,1,10.86350000,,0.190000,89.100,1.94000,Mass,1.060,,0,0,0,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190.00,12.160,V (Johnson),11.723,5568.00,1.00,1.07,2018-04-26,HATNet
